0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 4.424269032362341744e-04 8.848538455201688602e-04 1.327241957330129504e-03 1.769473306032498744e-03 2.211313301129221726e-03 2.652369670726886265e-03 3.092057099640544565e-03 3.529557177062900807e-03 3.963788168465956670e-03 4.393370302141498193e-03 4.816606481269816720e-03 5.231460464913814321e-03 5.635557464975049155e-03 6.026185555799448874e-03 6.400326953937458992e-03 6.754693374156463606e-03 7.085796978914826912e-03 7.390025820165159465e-03 7.663755588523292125e-03 7.903460086860413999e-03 8.105850754402595462e-03 8.268001141796169073e-03 8.387485154570595985e-03 8.462480834191266066e-03 8.491869555893901203e-03 8.475283027037865125e-03 8.413133009255753872e-03 8.306581541777741107e-03 8.157493958334151654e-03 7.968339537254291033e-03 7.742087775650925360e-03 7.482069867103273778e-03 7.191854286410951508e-03 6.875106825440767573e-03 6.535480139199034873e-03 6.176501351898558076e-03 5.801496536636122428e-03 5.413518859725859923e-03 5.015312972735521541e-03 4.609282491366990635e-03 4.197488064881711202e-03 3.781645109553102846e-03 3.363144721224266710e-03 2.943070754723472408e-03 2.522233113531184914e-03 2.101195112430205049e-03 1.680311458930378596e-03 1.259759994053575617e-03 8.395799092153399725e-04 4.197049390748582042e-04 0.000000000000000000e+00
0.000000000000000000e+00 8.848538455201688602e-04 1.769747300395748540e-03 2.654640910870207596e-03 3.539339511626468475e-03 4.423410612333219735e-03 5.306110571732876487e-03 6.186302080991691946e-03 7.062386438671540423e-03 7.932225862484734019e-03 8.793090220833387968e-03 9.641595953331702842e-03 1.047368218337805731e-02 1.128458474992107691e-02 1.206886261748907688e-02 1.282042989814866432e-02 1.353265484725022123e-02 1.419846981996674556e-02 1.481055638687991255e-02 1.536153761531688228e-02 1.584423998234703659e-02 1.625194300911384643e-02 1.657867484959879914e-02 1.681945989586937709e-02 1.697057493738879375e-02 1.702971563033236005e-02 1.699613587812128651e-02 1.687066873138338280e-02 1.665570546263784452e-02 1.635505599352217801e-02 1.597378251120369630e-02 1.551794289472009994e-02 1.499434324316592688e-02 1.441024158869275325e-02 1.377309836513072525e-02 1.309031343695440247e-02 1.236903378969234427e-02 1.161596689829167209e-02 1.083727047974758669e-02 1.003845139449112064e-02 9.224332901372417695e-03 8.399025391563421511e-03 7.565950988699473093e-03 6.727863620781067769e-03 5.886907833223498261e-03 5.044667045237727701e-03 4.202237798678903555e-03 3.360291038663631817e-03 2.519149772696058220e-03 1.678854859627476647e-03 8.392402372648313661e-04 0.000000000000000000e+00
0.000000000000000000e+00 1.327241957330129504e-03 2.654640910870207596e-03 3.982237198965744504e-03 5.309833834948022094e-03 6.636882900395235999e-03 7.962360837674728117e-03 9.284659502043341589e-03 1.060146183219143681e-02 1.190964528249765370e-02 1.320517022850867597e-02 1.448301285981637605e-02 1.573708927138753322e-02 1.696024581701357017e-02 1.814425218917600433e-02 1.927988527059834589e-02 2.035702840771280719e-02 2.136488202395607494e-02 2.229219455894920071e-02 2.312761015500594541e-02 2.386002160650634724e-02 2.447901861932553005e-02 2.497529782535025736e-02 2.534111714439484658e-02 2.557064591072247262e-02 2.566029479613315956e-02 2.560887865489341192e-02 2.541771317375488351e-02 2.509051808626165669e-02 2.463325440120141263e-02 2.405379405500978479e-02 2.336156998184617598e-02 2.256712095421451250e-02 2.168168178585575326e-02 2.071673380252554708e-02 1.968365200070641002e-02 1.859335549249392650e-02 1.745607639523969606e-02 1.628114658449517776e-02 1.507689774784642597e-02 1.385057391566668801e-02 1.260833692141481027e-02 1.135527116601755052e-02 1.009545692565513506e-02 8.832030970578969020e-03 7.567294006022027078e-03 6.302798766076617154e-03 5.039468210396308087e-03 3.777693663759996122e-03 2.517451074141890087e-03 1.258401306251540975e-03 0.000000000000000000e+00
0.000000000000000000e+00 1.769473306032498961e-03 3.539339511626468475e-03 5.309833834948022094e-03 7.080880343236992981e-03 8.851927464522355363e-03 1.062179721060481537e-02 1.238851483993583420e-02 1.414916505567790847e-02 1.589972520015812268e-02 1.763494348138455042e-02 1.934819835990478354e-02 2.103142897051675855e-02 2.267505977596630251e-02 2.426802941825113163e-02 2.579783360907383916e-02 2.725070725938442268e-02 2.861183858842861541e-02 2.986574660492018543e-02 3.099669032628973864e-02 3.198923551222283834e-02 3.282881567831540809e-02 3.350239916838865240e-02 3.399906868735760868e-02 3.431061560256810222e-02 3.443194277332063680e-02 3.436138968088880974e-02 3.410079099286054960e-02 3.365541800186036547e-02 3.303365316887955927e-02 3.224658752189096811e-02 3.130742559472485254e-02 3.023090622795414698e-02 2.903263418755473724e-02 2.772851944213491210e-02 2.633420842731394595e-02 2.486467488146393984e-02 2.333383948118908716e-02 2.175435529681774352e-02 2.013742164770288001e-02 1.849273995236360574e-02 1.682847940017070942e-02 1.515134978750057315e-02 1.346666373662686392e-02 1.177847302451295181e-02 1.008968061004793595e-02 8.402200784341399414e-03 6.717090296672102896e-03 5.034709074033584877e-03 3.354854932248995877e-03 1.676915078226916440e-03 0.000000000000000000e+00
0.000000000000000000e+00 2.211313301129221726e-03 4.423410612333219735e-03 6.636882900395235999e-03 8.851927464522355363e-03 1.106815701681116912e-02 1.328438751600902884e-02 1.549844808749780041e-02 1.770696072835431512e-02 1.990516020116473578e-02 2.208668304105313243e-02 2.424342387160249856e-02 2.636537186103036015e-02 2.844055292673501947e-02 3.045497591581407607e-02 3.239273252836694789e-02 3.423613262228965282e-02 3.596604021362287407e-02 3.756226744540631240e-02 3.900419215936258566e-02 4.027141917839269919e-02 4.134463356728879102e-02 4.220641939250097119e-02 4.284216764950513068e-02 4.324081004376799375e-02 4.339549611440426946e-02 4.330395132643449774e-02 4.296866812043424050e-02 4.239671472629311100e-02 4.159937728178805805e-02 4.059148210341018137e-02 3.939066233228884217e-02 3.801644880410461058e-02 3.648945177417133034e-02 3.483050570408155466e-02 3.306000831889188696e-02 3.119730013596287016e-02 2.926027042188331442e-02 2.726501708235156557e-02 2.522571051204750350e-02 2.315448799704488206e-02 2.106150544881940645e-02 1.895498749321295612e-02 1.684138708945821794e-02 1.472551888160785090e-02 1.261076369704057683e-02 1.049923498831663651e-02 8.391989243230023668e-03 6.289198327040361122e-03 4.190347588640707006e-03 2.094404383833025490e-03 0.000000000000000000e+00
0.000000000000000000e+00 2.652369670726887133e-03 5.306110571732876487e-03 7.962360837674729852e-03 1.062179721060481537e-02 1.328438751600902884e-02 1.594915902408428066e-02 1.861393187672245181e-02 2.127508433512500033e-02 2.392727512375560084e-02 2.656322264335689298e-02 2.917344614086295890e-02 3.174610270244485055e-02 3.426680863898032281e-02 3.671861249221184537e-02 3.908199295156522535e-02 4.133507650592110894e-02 4.345392760849418196e-02 4.541311874327599862e-02 4.718639744032915306e-02 4.874764491213740003e-02 5.007188602854475978e-02 5.113650767390498508e-02 5.192237864753952714e-02 5.241499188713749646e-02 5.260528655820785604e-02 5.249028258689403953e-02 5.207322165657660845e-02 5.136342634340053392e-02 5.037566523101578292e-02 4.912933129787304398e-02 4.764729871887381230e-02 4.595480362501809524e-02 4.407822399309813122e-02 4.204407031124105659e-02 3.987802421578717782e-02 3.760427182907537247e-02 3.524492973209045199e-02 3.281975450589907917e-02 3.034591952971898987e-02 2.783801564229781977e-02 2.530807051424645987e-02 2.276572407790881242e-02 2.021838120183689497e-02 1.767146476066652414e-02 1.512862256489423858e-02 1.259199569056048199e-02 1.006243488463868380e-02 7.539753137389295853e-03 5.022933479133003497e-03 2.510356789884122565e-03 0.000000000000000000e+00
0.000000000000000000e+00 3.092057099640544999e-03 6.186302080991693680e-03 9.284659502043341589e-03 1.238851483993583420e-02 1.549844808749780041e-02 1.861393187672245181e-02 2.173305160511234194e-02 2.485217313343222184e-02 2.796565289462771969e-02 3.106549056877281126e-02 3.414105866282041157e-02 3.717878918397606036e-02 4.016199313536466392e-02 4.307067811558805415e-02 4.588157995990089361e-02 4.856825904677037481e-02 5.110150718068080106e-02 5.344988914257602086e-02 5.558066819718521234e-02 5.746088402223640396e-02 5.905879373340813809e-02 6.034535389880929523e-02 6.129588413181091822e-02 6.189149971139777662e-02 6.212041281911023782e-02 6.197867824694506395e-02 6.147054660927564473e-02 6.060811111573745358e-02 5.941056233228986239e-02 5.790288629813634957e-02 5.611443269844869353e-02 5.407724983932551965e-02 5.182460355519175749e-02 4.938953377879297391e-02 4.680377740757499933e-02 4.409683917299565131e-02 4.129545041556009766e-02 3.842315702365661084e-02 3.550022251495794923e-02 3.254358919507589765e-02 2.956705837672822523e-02 2.658146102116222542e-02 2.359496647477667478e-02 2.061333950567334136e-02 1.764027954673696649e-02 1.467769258109672716e-02 1.172601053910012070e-02 8.784447226598270445e-03 5.851280971122578556e-03 2.924089754837123738e-03 0.000000000000000000e+00
0.000000000000000000e+00 3.529557177062901674e-03 7.062386438671540423e-03 1.060146183219143681e-02 1.414916505567790847e-02 1.770696072835431512e-02 2.127508433512500033e-02 2.485217313343222184e-02 2.843492405699723016e-02 3.201767728666958523e-02 3.559205293701484668e-02 3.914651415731580653e-02 4.266603122570451767e-02 4.613170278623380388e-02 4.952055955354117689e-02 5.280539659894024906e-02 5.595490841210588873e-02 5.893396038389206448e-02 6.170430096977430612e-02 6.422551011528684906e-02 6.645646983197892044e-02 6.835705926817145506e-02 6.989027209179012046e-02 7.102431278048931818e-02 7.173475285590444339e-02 7.200619536872734927e-02 7.183351398402962329e-02 7.122218399402426015e-02 7.018795170065941780e-02 6.875559509778819689e-02 6.695726025315543173e-02 6.483030406077462671e-02 6.241519910699262763e-02 5.975341431952200383e-02 5.688572110791542680e-02 5.385071964247643145e-02 5.068389137999974869e-02 4.741688227419289803e-02 4.407723155135038345e-02 4.068823011386825395e-02 3.726908722406560570e-02 3.383511775274916644e-02 3.039811780863102900e-02 2.696668824515205745e-02 2.354666522615654969e-02 2.014146664662978467e-02 1.675249759323617360e-02 1.337946956487660530e-02 1.002075216587879417e-02 6.673654482349153025e-03 3.334723907426838472e-03 0.000000000000000000e+00
0.000000000000000000e+00 3.963788168465957537e-03 7.932225862484734019e-03 1.190964528249765370e-02 1.589972520015812268e-02 1.990516020116473578e-02 2.392727512375560084e-02 2.796565289462773357e-02 3.201767728666959911e-02 3.607810489964864004e-02 4.013853536804956601e-02 4.418694434010945332e-02 4.820712534318767617e-02 5.217826219858632403e-02 5.607446811688218680e-02 5.986457734026668503e-02 6.351202574565562031e-02 6.697516715562264189e-02 7.020785296433756928e-02 7.316064631794064188e-02 7.578243511708446234e-02 7.802274826438945765e-02 7.983437194303741324e-02 8.117639017430036685e-02 8.201701327046952150e-02 8.233615050105175248e-02 8.212700807085196453e-02 8.139677218263921543e-02 8.016592622876614338e-02 7.846665368565694521e-02 7.634026493281251269e-02 7.383437012393907761e-02 7.099983718630578644e-02 6.788817710985892151e-02 6.454922513379851567e-02 6.102952927775987663e-02 5.737113221024682519e-02 5.361099273917398211e-02 4.978066379264565328e-02 4.590641197965972253e-02 4.200941794648292010e-02 3.810623574394525481e-02 3.420920934767605198e-02 3.032702651462052673e-02 2.646517058188883192e-02 2.262644181585203584e-02 1.881136453579325407e-02 1.501862984191068041e-02 1.124543918107504155e-02 7.487866870646462183e-03 3.741151992681651141e-03 0.000000000000000000e+00
0.000000000000000000e+00 4.393370302141499928e-03 8.793090220833391438e-03 1.320517022850867944e-02 1.763494348138455389e-02 2.208668304105313243e-02 2.656322264335689298e-02 3.106549056877281126e-02 3.559205293701484668e-02 4.013853536804956601e-02 4.469707061069273790e-02 4.925560929288245321e-02 5.379730012256767752e-02 5.829976033609692021e-02 6.273451453478330608e-02 6.706642755664268818e-02 7.125349525576904486e-02 7.524683892342598490e-02 7.899134593174750307e-02 8.242679706522498817e-02 8.548992717287728915e-02 8.811713716334559909e-02 9.024813018672202258e-02 9.182987342302613432e-02 9.282081351928478385e-02 9.319439613721730575e-02 9.294164978985142156e-02 9.207198123884219321e-02 9.061238090454903915e-02 8.860483908031097089e-02 8.610282779932310060e-02 8.316708454739518697e-02 7.986165231739142389e-02 7.625024151072343215e-02 7.239351997812357165e-02 6.834704916760649118e-02 6.416015869648292180e-02 5.987530091779003083e-02 5.552805781113068911e-02 5.114734337402981890e-02 4.675597081744914396e-02 4.237120419668125720e-02 3.800548585606149110e-02 3.366704301598057170e-02 2.936057142432197536e-02 2.508776941791951778e-02 2.084790532300921650e-02 1.663824873192358902e-02 1.245451780506392526e-02 8.291223159597238546e-03 4.142020529246316640e-03 0.000000000000000000e+00
0.000000000000000000e+00 4.816606481269816720e-03 9.641595953331704577e-03 1.448301285981637605e-02 1.934819835990478354e-02 2.424342387160249856e-02 2.917344614086295890e-02 3.414105866282041157e-02 3.914651415731580653e-02 4.418694434010945332e-02 4.925560929288244627e-02 5.434115939125861577e-02 5.942671353926130828e-02 6.448900719405492588e-02 6.949741117114113798e-02 7.441317056648866224e-02 7.918869872239174545e-02 8.376739886682599279e-02 8.808390543199802469e-02 9.206532361918608187e-02 9.563335057524294247e-02 9.870780024441358491e-02 1.012111498480340321e-01 1.030742185936642935e-01 1.042419831018400744e-01 1.046790301963220343e-01 1.043732256130509711e-01 1.033371813104264764e-01 1.016067888355760840e-01 9.923755204037044975e-02 9.629913408846560441e-02 9.286954405327327300e-02 8.902945698962978771e-02 8.485766988707166281e-02 8.042757441144043895e-02 7.580503830560826606e-02 7.104716199164382018e-02 6.620203959822131001e-02 6.130893170766260614e-02 5.639897296323927167e-02 5.149592521688487606e-02 4.661715873863782333e-02 4.177449313171647388e-02 3.697511641129160032e-02 3.222230765781981809e-02 2.751618059726310475e-02 2.285424221579786599e-02 1.823195646712595999e-02 1.364316233541893950e-02 9.080494743546899117e-03 4.535707697663036650e-03 0.000000000000000000e+00
0.000000000000000000e+00 5.231460464913816923e-03 1.047368218337806078e-02 1.573708927138753669e-02 2.103142897051675855e-02 2.636537186103036015e-02 3.174610270244485055e-02 3.717878918397606730e-02 4.266603122570451767e-02 4.820712534318767617e-02 5.379730012256767752e-02 5.942671353926130828e-02 6.507943093364998433e-02 7.073215300445240272e-02 7.635300140593039020e-02 8.190015512539473852e-02 8.732078400633964954e-02 9.255016357770406987e-02 9.751161108961053925e-02 1.021172533014925304e-01 1.062704121415179170e-01 1.098695758168945769e-01 1.128145134191707727e-01 1.150138807679049330e-01 1.163939343689335965e-01 1.169065288460912622e-01 1.165351056711777800e-01 1.152967424181648992e-01 1.132401048692713852e-01 1.104394587770702874e-01 1.069866745430728128e-01 1.029825127722510392e-01 9.852902114172176762e-02 9.372341820114193922e-02 8.865412537359507184e-02 8.339837842108356603e-02 7.802146287523092916e-02 7.257677358657005362e-02 6.710670279653535575e-02 6.164370025787966473e-02 5.621163881375343396e-02 5.082701987355101036e-02 4.550024550006285390e-02 4.023662795156333211e-02 3.503738917614838272e-02 2.990040776441014320e-02 2.482094604314176445e-02 1.979217573649413170e-02 1.480569218626933206e-02 9.851887369106901438e-03 4.920319491380567567e-03 0.000000000000000000e+00
0.000000000000000000e+00 5.635557464975049155e-03 1.128458474992107691e-02 1.696024581701357017e-02 2.267505977596630251e-02 2.844055292673501947e-02 3.426680863898032281e-02 4.016199313536467780e-02 4.613170278623382470e-02 5.217826219858632403e-02 5.829976033609691327e-02 6.448900719405491200e-02 7.073215300445240272e-02 7.700722227974848844e-02 8.328229686545124411e-02 8.951371987463242752e-02 9.564413017265965822e-02 1.016009204170131019e-01 1.072951344746809477e-01 1.126217302312050444e-01 1.174614819661296689e-01 1.216856441763137370e-01 1.251634608053052711e-01 1.277729252306631647e-01 1.294133585835436362e-01 1.300181144767091901e-01 1.295639396836870960e-01 1.280746468875734734e-01 1.256174431648443557e-01 1.222935714114009170e-01 1.182256058874021076e-01 1.135448767697063849e-01 1.083807093886733908e-01 1.028529184922031964e-01 9.706714248362996456e-02 9.111294494995622606e-02 8.506354858039345823e-02 7.897694174988810489e-02 7.289741560070490956e-02 6.685753318664741651e-02 6.087991861019802220e-02 5.497907651710925991e-02 4.916284835180832757e-02 4.343379353331082438e-02 3.779021913328813043e-02 3.222714029741342162e-02 2.673696266449315795e-02 2.131012516770299306e-02 1.593554585502746784e-02 1.060105157896815489e-02 5.293683753394201608e-03 0.000000000000000000e+00
0.000000000000000000e+00 6.026185555799448874e-03 1.206886261748908035e-02 1.814425218917600779e-02 2.426802941825113163e-02 3.045497591581407607e-02 3.671861249221184537e-02 4.307067811558805415e-02 4.952055955354117689e-02 5.607446811688218680e-02 6.273451453478329221e-02 6.949741117114113798e-02 7.635300140593040408e-02 8.328229686545125798e-02 9.025530003218729114e-02 9.722830914091801224e-02 1.041411580075822796e-01 1.109142662550168801e-01 1.174463423260395795e-01 1.236130648064244358e-01 1.292682110278460805e-01 1.342480723462064762e-01 1.383808325978886367e-01 1.415010153848521857e-01 1.434685338566137613e-01 1.441886455805320155e-01 1.436279655782812248e-01 1.418204770145224947e-01 1.388615225304427325e-01 1.348917922678137260e-01 1.300773719178555665e-01 1.245906929835573079e-01 1.185960892189171223e-01 1.122404171384431965e-01 1.056486451302087182e-01 9.892272264705950779e-02 9.214290373118211308e-02 8.537004046654564360e-02 7.864853773352487032e-02 7.200910824448286673e-02 6.547147226175792367e-02 5.904652778048496975e-02 5.273831676748214764e-02 4.654548569554532028e-02 4.046258441942054973e-02 3.448097697168344550e-02 2.858966155695547018e-02 2.277582002326490607e-02 1.702532806883988448e-02 1.132309115635749333e-02 5.653368493443789930e-03 0.000000000000000000e+00
