0.000000000000000000e+00 5.010508621642426608e-01 -1.236263243121580734e-04
1.000000000000000000e+00 5.010508621642426608e-01 -1.280430006597455808e-04
2.000000000000000000e+00 5.010508621642426608e-01 -1.281153298957727704e-04
3.000000000000000000e+00 5.010508621642426608e-01 -1.280602543887752532e-04
4.000000000000000000e+00 5.010508621642426608e-01 -1.280007358621586906e-04
5.000000000000000000e+00 5.010508621642427718e-01 -1.279205169687820274e-04
6.000000000000000000e+00 5.010508621642426608e-01 -1.278382606287861495e-04
7.000000000000000000e+00 5.010508621642426608e-01 -1.277511747041062474e-04
8.000000000000000000e+00 5.010508621642426608e-01 -1.276665365228190317e-04
9.000000000000000000e+00 5.010508621642426608e-01 -1.275855029251218419e-04
1.100000000000000000e+01 5.010508621642426608e-01 -1.274458583790455065e-04
1.200000000000000000e+01 5.010508621642426608e-01 -1.273900905302326821e-04
1.300000000000000000e+01 5.010508621642426608e-01 -1.273449170199811016e-04
1.400000000000000000e+01 5.010508621642426608e-01 -1.273109078821221276e-04
1.500000000000000000e+01 5.010508621642426608e-01 -1.272882885955725748e-04
1.600000000000000000e+01 5.010508621642426608e-01 -1.272771500431900795e-04
1.700000000000000000e+01 5.010508621642426608e-01 -1.272774318093265712e-04
1.800000000000000000e+01 5.010508621642426608e-01 -1.272889946073952553e-04
1.900000000000000000e+01 5.010508621642426608e-01 -1.273116325774017435e-04
2.100000000000000000e+01 5.010508621642426608e-01 -1.273891295091388422e-04
2.200000000000000000e+01 5.010508621642426608e-01 -1.274434295241011613e-04
2.300000000000000000e+01 5.010508621642427718e-01 -1.275077052848429086e-04
2.400000000000000000e+01 5.010508621642426608e-01 -1.275816569824970070e-04
2.500000000000000000e+01 5.010508621642426608e-01 -1.276649845426508186e-04
2.600000000000000000e+01 5.010508621642426608e-01 -1.277573901183178212e-04
2.700000000000000000e+01 5.010508621642426608e-01 -1.278585796875631776e-04
2.800000000000000000e+01 5.010508621642426608e-01 -1.279682641672971733e-04
2.900000000000000000e+01 5.010508621642426608e-01 -1.280861601189899458e-04
3.100000000000000000e+01 5.010508621642426608e-01 -1.283454834201446589e-04
3.200000000000000000e+01 5.010508621642426608e-01 -1.284863752718401085e-04
3.300000000000000000e+01 5.010508621642426608e-01 -1.286344077631618068e-04
3.400000000000000000e+01 5.010508621642426608e-01 -1.287893293892295723e-04
3.500000000000000000e+01 5.010508621642426608e-01 -1.289508950569768218e-04
3.600000000000000000e+01 5.010508621642426608e-01 -1.291188659787163677e-04
3.700000000000000000e+01 5.010508621642426608e-01 -1.292930095438304581e-04
3.800000000000000000e+01 5.010508621642426608e-01 -1.294730991756551949e-04
3.900000000000000000e+01 5.010508621642426608e-01 -1.296589141784352335e-04
4.100000000000000000e+01 5.010508621642426608e-01 -1.300468659583216865e-04
4.200000000000000000e+01 5.010508621642426608e-01 -1.302485892969478724e-04
4.300000000000000000e+01 5.010508621642426608e-01 -1.304552107988008836e-04
4.400000000000000000e+01 5.010508621642426608e-01 -1.306665367311957420e-04
4.500000000000000000e+01 5.010508621642426608e-01 -1.308823782597048880e-04
4.600000000000000000e+01 5.010508621642426608e-01 -1.311025512857771122e-04
4.700000000000000000e+01 5.010508621642426608e-01 -1.313268762864758861e-04
4.800000000000000000e+01 5.010508621642426608e-01 -1.315551781566274138e-04
4.900000000000000000e+01 5.010508621642426608e-01 -1.317872860536194754e-04
5.100000000000000000e+01 5.010508621642426608e-01 -1.322622569590169595e-04
5.200000000000000000e+01 5.010508621642426608e-01 -1.325047982381729391e-04
5.300000000000000000e+01 5.010508621642426608e-01 -1.327505017958621606e-04
5.400000000000000000e+01 5.010508621642426608e-01 -1.329992158761289219e-04
5.500000000000000000e+01 5.010508621642426608e-01 -1.332507921165611048e-04
5.600000000000000000e+01 5.010508621642426608e-01 -1.335050854143446407e-04
5.700000000000000000e+01 5.010508621642426608e-01 -1.337619537954530817e-04
5.800000000000000000e+01 5.010508621642426608e-01 -1.340212582869728742e-04
5.900000000000000000e+01 5.010508621642426608e-01 -1.342828627925406724e-04
6.100000000000000000e+01 5.010508621642426608e-01 -1.348124411172953836e-04
